Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5610","Import quantity","0115","Barley","2024","2024","t","121134.53","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0115","Barley","2024","2024","1000 USD","38669","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0115","Barley","2024","2024","t","4530.45","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0115","Barley","2024","2024","1000 USD","2217","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23120.02","Barley flour and grits","2022","2022","t","0.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23120.02","Barley flour and grits","2022","2022","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23120.02","Barley flour and grits","2022","2022","t","0.22","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23120.02","Barley flour and grits","2022","2022","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23120.02","Barley flour and grits","2023","2023","t","1.84","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23120.02","Barley flour and grits","2023","2023","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23120.02","Barley flour and grits","2023","2023","t","48.44","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23120.02","Barley flour and grits","2023","2023","1000 USD","68","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23120.02","Barley flour and grits","2024","2024","t","10.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23120.02","Barley flour and grits","2024","2024","1000 USD","6","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23120.02","Barley flour and grits","2024","2024","t","35.55","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23120.02","Barley flour and grits","2024","2024","1000 USD","33","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01701","Beans, dry","2022","2022","t","744665.11","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01701","Beans, dry","2022","2022","1000 USD","692531","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01701","Beans, dry","2022","2022","t","55016.61","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01701","Beans, dry","2022","2022","1000 USD","63133","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01701","Beans, dry","2023","2023","t","772747.32","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01701","Beans, dry","2023","2023","1000 USD","784462","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01701","Beans, dry","2023","2023","t","114000.53","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01701","Beans, dry","2023","2023","1000 USD","133099","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01701","Beans, dry","2024","2024","t","976595.84","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01701","Beans, dry","2024","2024","1000 USD","1060655","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01701","Beans, dry","2024","2024","t","158404.38","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01701","Beans, dry","2024","2024","1000 USD","197580","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","563.4","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0875","Beef and veal preparations nes","2023","2023","1000 USD","1326","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","40","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0875","Beef and veal preparations nes","2024","2024","1000 USD","97","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24310.01","Beer of barley, malted","2022","2022","t","8176.2","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24310.01","Beer of barley, malted","2022","2022","1000 USD","6362","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24310.01","Beer of barley, malted","2022","2022","t","39966.55","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24310.01","Beer of barley, malted","2022","2022","1000 USD","44744","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24310.01","Beer of barley, malted","2023","2023","t","14772.2","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24310.01","Beer of barley, malted","2023","2023","1000 USD","11465","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24310.01","Beer of barley, malted","2023","2023","t","41075.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24310.01","Beer of barley, malted","2023","2023","1000 USD","35953","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24310.01","Beer of barley, malted","2024","2024","t","20602.87","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24310.01","Beer of barley, malted","2024","2024","1000 USD","15836","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24310.01","Beer of barley, malted","2024","2024","t","44818.61","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24310.01","Beer of barley, malted","2024","2024","1000 USD","38681","A","Official value",""
"TCL","Crops and livestock products","356","India","5607","Import quantity","02196","Bees","2022","2022","No","3","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02196","Bees","2022","2022","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5607","Import quantity","02196","Bees","2024","2024","No","151","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02196","Bees","2024","2024","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","02960.01","Beeswax","2022","2022","t","2454.82","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02960.01","Beeswax","2022","2022","1000 USD","4145","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02960.01","Beeswax","2022","2022","t","79.28","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","02960.01","Beeswax","2022","2022","1000 USD","404","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","02960.01","Beeswax","2023","2023","t","2251.67","A","Official value",""
